board,route,appVersion,url,imei,nfc,airmode,printer,dialer,terminal,status
"(9188) 194EU02","29","1.0.32","http://10.131.240.197:8080","863717050701106","on","off","STS_NORMAL",,"T153681","VehicleStatusInRepair"
"(9220) 285EU02","29","1.0.32","http://10.131.240.178:8080","863717050737092","on","off","STS_NORMAL",,"T153824","VehicleStatusActive"
"(9130) 324EN02","29P","1.0.32","http://10.131.239.150:8080","863717050727937","on","off","STS_NORMAL",,"T155713","VehicleStatusActive"
"(9132) 692ES02","29P","1.0.32","http://10.131.240.193:8080","863717050703789","on","off","STS_NORMAL",,"T155298","VehicleStatusActive"
"(9241) 407EU02","29P","1.0.32","http://10.131.240.88:8080","863717050724454","on","off","STS_NORMAL",,"T155320","VehicleStatusInRepair"
"385CN02","41","1.0.32","http://10.131.239.206:8080","863717050729396","on","off","UNKNOWN",,"T157723","VehicleStatusActive"
"390CN02","41","1.0.32","http://10.131.239.194:8080","863717050725030","on","off","UNKNOWN",,"T157618","VehicleStatusActive"
"391CN02","41","1.0.32","http://10.131.239.209:8080","863717050729677","on","off","UNKNOWN",,"T157634","VehicleStatusActive"
"392CN02","41","1.0.32","http://10.131.239.196:8080","863717050731731","on","off","UNKNOWN",,"T157582","VehicleStatusActive"
"394CN02","41","1.0.32","http://10.131.239.202:8080","863717050729974","on","off","UNKNOWN",,"T158001","VehicleStatusActive"
"305DJ02","42","1.0.32","http://10.131.239.205:8080","863717050722136","on","off","UNKNOWN",,"T157727","VehicleStatusActive"
"618LZ02","42","1.0.32","http://10.131.240.18:8080","863717050734578","on","off","UNKNOWN",,"T157705","VehicleStatusActive"
"682LZ02","42","1.0.32","http://10.131.240.6:8080","863717050737191","on","off","UNKNOWN",,"T157235","VehicleStatusActive"
"687LZ02","42","1.0.32","http://10.131.239.213:8080","863717050726251","on","off","STS_NORMAL",,"T157689","VehicleStatusActive"
"692LZ02","42","1.0.32","http://10.131.239.195:8080","863717050729735","on","off","STS_NORMAL",,"T157249","VehicleStatusActive"
"693LZ02","42","1.0.32","http://10.131.239.157:8080","863717050735674","on","off","UNKNOWN",,"T157608","VehicleStatusActive"
"(9246) 227EV02","52","1.0.32","http://10.131.240.209:8080","863717050714471","on","off","STS_NORMAL",,"T157919","VehicleStatusActive"
"(9247) 229EV02","52","1.0.32","http://10.131.240.207:8080","863717050721252","on","off","UNKNOWN",,"T157059","VehicleStatusActive"
"(9248) 225EV02","52","1.0.32","http://10.131.240.168:8080","863717050704449","on","off","STS_NORMAL",,"T157966","VehicleStatusActive"
"(9249) 255EV02","52","1.0.32","http://10.131.240.166:8080","863717050721658","on","off","STS_NORMAL",,"T157153","VehicleStatusActive"
"(9251) 041EW02","52","1.0.32","http://10.131.240.171:8080","863717050718571","on","off","STS_NORMAL",,"T157916","VehicleStatusActive"
"(9252) 173FC02","52","1.0.32","http://10.131.240.208:8080","863717050716419","on","off","UNKNOWN",,"T157093","VehicleStatusActive"
"(9253) 178FC02","52","1.0.32","http://10.131.240.206:8080","863717050722094","on","off","STS_NORMAL",,"T157097","VehicleStatusActive"
"(9254) 192FC02","52","1.0.32","http://10.131.240.172:8080","863717050722458","on","off","UNKNOWN",,"T157105","VehicleStatusActive"
"(9255) 194FC02","52","1.0.32","http://10.131.240.162:8080","863717050727697","on","off","STS_NORMAL",,"T157960","VehicleStatusActive"
"(9256) 213FC02","52","1.0.32","http://10.131.239.143:8080","863717050735575","on","off","UNKNOWN",,"T157145","VehicleStatusActive"
"(9257) 235FC02","52","1.0.32","http://10.131.240.169:8080","863717050717250","on","off","STS_NORMAL",,"T158270","VehicleStatusActive"
"(9258) 238FC02","52","1.0.32","http://10.131.240.174:8080","863717050724793","on","off","STS_NORMAL",,"T157242","VehicleStatusActive"
"(9260) 243FC02","52","1.0.32","http://10.131.240.161:8080","863717050717656","on","off","STS_NORMAL",,"T157085","VehicleStatusActive"
"(9261) 248FC02","52","1.0.32","http://10.131.240.175:8080","863717050728695","on","off","STS_NORMAL",,"T158244","VehicleStatusActive"
"(9262) 258FC02","52","1.0.32","http://10.131.240.160:8080","863717050721153","on","off","STS_NORMAL",,"T157127","VehicleStatusActive"
"(9263) 264FC02","52","1.0.32","http://10.131.240.165:8080","863717050714653","on","off","STS_NORMAL",,"T157151","VehicleStatusActive"
"(9265) 268FC02","52","1.0.32","http://10.131.240.25:8080","863717050714190","on","off","STS_NORMAL",,"T157969","VehicleStatusActive"
"(9266) 276FC02","52","1.0.32","http://10.131.240.170:8080","863717050711477","on","off","UNKNOWN",,"T158218","VehicleStatusActive"
"(9267) 278FC02","52","1.0.32","http://10.131.240.173:8080","863717050717953","on","off","STS_NORMAL",,"T154764","VehicleStatusActive"
"(9268) 281FC02","52","1.0.32","http://10.131.240.26:8080","863717050730832","on","off","STS_NORMAL",,"T155618","VehicleStatusActive"
"(9269) 283FC02","52","1.0.32","http://10.131.240.23:8080","863717050729032","on","off","STS_NORMAL",,"T157087","VehicleStatusActive"
"(9270) 293FC02","52","1.0.32","http://10.131.240.24:8080","863717050713655","on","off","STS_NORMAL",,"","VehicleStatusActive"
"(9271) 297FC02","52","1.0.32","http://10.131.240.22:8080","863717050718779","on","off","STS_NORMAL",,"T157971","VehicleStatusActive"
"(2520) 634EU02","63","1.0.32","http://10.131.246.167:8080","863717050708127","on","off","UNKNOWN",,"T154712","VehicleStatusActive"
"(2521) 628EU02","63","1.0.32","http://10.131.246.183:8080","863717050704142","on","off","UNKNOWN",,"T155648","VehicleStatusActive"
"(2522) 615EU02","63","1.0.32","http://10.131.240.146:8080","863717050731657","on","off","STS_NORMAL",,"T154706","VehicleStatusActive"
"(2524) 608EU02","63","1.0.32","http://10.131.246.165:8080","863717050712236","on","off","STS_NORMAL",,"T154696","VehicleStatusActive"
"(2525) 608EU02","63","1.0.32","http://10.131.246.184:8080","863717050702161","on","off","UNKNOWN",,"T154526","VehicleStatusActive"
"(2527) 518EU02","63","1.0.32","http://10.131.246.205:8080","863717050734511","on","off","UNKNOWN",,"T154590","VehicleStatusActive"
"(2531) 429EU02","63","1.0.32","http://10.131.246.175:8080","863717050707962","on","off","STS_NORMAL",,"T154665","VehicleStatusActive"
"(2533) 572EU02","63","0.1.31","http://10.131.240.142:8080","863717050728372","on","off","STS_NORMAL",,"T154763","VehicleStatusActive"
"(2605) 625EU02","63","1.0.32","http://10.131.240.143:8080","863717050721336","on","off","STS_NORMAL",,"T155464","VehicleStatusActive"
"(2623) 423EU02","63","1.0.32","http://10.131.240.144:8080","863717050734818","on","off","UNKNOWN",,"T154603","VehicleStatusActive"
"(2680) 568EU02","63","1.0.32","http://10.131.246.247:8080","863717050722292","on","off","STS_NORMAL",,"","VehicleStatusActive"
"(2534) 637EU02","63A","1.0.32","http://10.131.240.226:8080","863717050712558","on","off","STS_NORMAL",,"T155461","VehicleStatusActive"
"(2542) 564EU02","63A","1.1.33","http://10.131.240.205:8080","863717050716872","on","off","UNKNOWN",,"T154527","VehicleStatusActive"
"(2544) 546EU02","63A","1.0.32","http://10.131.240.227:8080","863717050709562","on","off","UNKNOWN",,"T155542","VehicleStatusActive"
"(2545) 413EU02","63A","1.0.32","http://10.131.240.176:8080","863717050716559","on","off","UNKNOWN",,"T155497","VehicleStatusActive"
"(2548) 297EU02","63A","1.0.32","http://10.131.240.204:8080","863717050706220","on","off","STS_NORMAL",,"T155473","VehicleStatusActive"
"(2549) 592EU02","63A","1.0.32","http://10.131.240.237:8080","863717050707541","on","off","STS_NORMAL",,"T155805","VehicleStatusActive"
"(2556) 569EU02","63A","1.0.32","http://10.131.240.203:8080","863717050719777","on","off","STS_NORMAL",,"T153811","VehicleStatusActive"
"(2566) 529EU02","63A","1.0.36","http://10.131.240.223:8080","863717050701122","on","off","STS_NORMAL",,"T155454","VehicleStatusActive"
"(2588) 566EU02","63A","1.0.32","http://10.131.240.184:8080","863717050723878","on","off","UNKNOWN",,"T154724","VehicleStatusActive"
"(2593) 623EU02","63A","1.0.36","http://10.131.240.186:8080","863717050722011","on","off","STS_NORMAL",,"T155475","VehicleStatusActive"
"(2596) 613EU02","63A","1.0.32","http://10.131.240.234:8080","863717050702203","on","off","STS_NORMAL",,"T153834","VehicleStatusActive"
"(2619) 331EU02","63A","1.0.32","http://10.131.240.232:8080","863717050709703","on","off","STS_NORMAL",,"T154490","VehicleStatusActive"
"(9102) 198ER02","95","1.0.32","http://10.131.240.229:8080","863717050705321","on","off","STS_NORMAL",,"T155693","VehicleStatusActive"
"(9103) 201ER02","95","1.0.32","http://10.131.240.221:8080","863717050734131","on","off","UNKNOWN",,"T155422","VehicleStatusActive"
"(9104) 205ER02","95","1.0.32","http://10.131.240.231:8080","863717050717094","on","off","UNKNOWN",,"T155466","VehicleStatusActive"
"(9105) 207ER02","95","1.0.32","http://10.131.240.222:8080","863717050705867","on","off","STS_NORMAL",,"T155623","VehicleStatusActive"
"(9106) 211ER02","95","1.0.32","http://10.131.240.236:8080","863717050715577","on","off","STS_NORMAL",,"","VehicleStatusActive"
"(9107) 218ER02","95","1.0.32","http://10.131.240.128:8080","863717050710396","on","off","UNKNOWN",,"T155627","VehicleStatusActive"
"(9108) 223ER02","95","1.0.32","http://10.131.240.125:8080","863717050705669","on","off","STS_NORMAL",,"T155370","VehicleStatusActive"
"(9109) 226ER02","95","1.0.32","http://10.131.240.180:8080","863717050718191","on","off","UNKNOWN",,"T155358","VehicleStatusActive"
"(9110) 227ER02","95","1.0.32","http://10.131.240.183:8080","863717050732390","on","off","STS_NORMAL",,"","VehicleStatusActive"
"(9112) 229ER02","95","1.0.32","http://10.131.240.210:8080","863717050718712","on","off","UNKNOWN",,"T155352","VehicleStatusActive"
"(9113) 230ER02","95","1.0.32","http://10.131.240.212:8080","863717050733919","on","off","STS_NORMAL",,"T155710","VehicleStatusActive"
"(9114) 231ER02","95","1.0.32","http://10.131.240.238:8080","863717050704407","on","off","STS_NORMAL",,"","VehicleStatusActive"
"(9115) 235EN02","95","1.0.32","http://10.131.240.179:8080","863717050726335","on","off","STS_NORMAL",,"T155458","VehicleStatusActive"
"(9116) 238ER02","95","1.0.32","http://10.131.240.41:8080","863717050737852","on","off","UNKNOWN",,"T155655","VehicleStatusActive"
"(9117) 240ER02","95","1.0.32","http://10.131.240.123:8080","863717050714570","on","off","STS_NORMAL",,"T155403","VehicleStatusActive"
"(9118) 243ER02","95","1.0.32","http://10.131.240.230:8080","863717050712913","on","off","STS_NORMAL",,"T155625","VehicleStatusActive"
"(9119) 244ER02","95","1.0.32","http://10.131.240.224:8080","863717050709588","on","off","STS_NORMAL",,"T155687","VehicleStatusActive"
"(9126) 258ER02","95","1.0.32","http://10.131.239.103:8080","863717050728752","on","off","UNKNOWN",,"T155425","VehicleStatusActive"
"(9128) 278EN02","95","1.0.32","http://10.131.239.108:8080","863717050727473","on","off","UNKNOWN",,"T155406","VehicleStatusInRepair"
"(9190) 091EU02","95","1.0.32","http://10.131.240.40:8080","863717050705388","on","off","STS_NORMAL",,"T157466","VehicleStatusActive"
"(9191) 206EU02","95","1.0.32","http://10.131.240.211:8080","863717050722979","on","off","UNKNOWN",,"T157535","VehicleStatusActive"
"(9193) 170EU02","95","1.0.32","http://10.131.240.124:8080","863717050705560","on","off","UNKNOWN",,"T157537","VehicleStatusActive"
"(9194) 157EU02","95","1.0.32","http://10.131.240.228:8080","863717050716799","on","off","STS_NORMAL",,"","VehicleStatusActive"
