board,route,appVersion,url,imei,nfc,airmode,printer,dialer,terminal,status
"(2776) 776EW02","24","1.0.32","http://10.131.240.16:8080","863717050728059","on","off","UNKNOWN",,"T158332","VehicleStatusActive"
"(2777) 783EW02","24","1.0.32","http://10.131.240.116:8080","863717050735112","on","off","UNKNOWN",,"","VehicleStatusActive"
"(2778) 790EW02","24","1.0.32","http://10.131.240.5:8080","863717050710149","on","off","UNKNOWN",,"T158350","VehicleStatusActive"
"(2779) 804EW02","24","1.0.32","http://10.131.240.71:8080","863717050708267","on","off","UNKNOWN",,"T158572","VehicleStatusActive"
"(2780) 812EW02","24","1.0.32","http://10.131.240.70:8080","863717050716518","on","off","UNKNOWN",,"T158367","VehicleStatusActive"
"(2781) 814EW02","24","1.0.32","http://10.131.240.7:8080","863717050715858","on","off","UNKNOWN",,"T158369","VehicleStatusActive"
"(2782) 819EW02","24","1.0.32","http://10.131.240.73:8080","863717050718357","on","off","UNKNOWN",,"T158275","VehicleStatusActive"
"243EQ02","240","1.0.32","http://10.131.239.200:8080","863717050719694","on","off","STS_NORMAL",,"T157220","VehicleStatusActive"
"296EQ02","240","1.0.32","http://10.131.214.237:8080","863717050719314","on","off","STS_NORMAL",,"T157576","VehicleStatusActive"
"340EQ02","240","1.0.32","http://10.131.239.211:8080","863717050725436","on","off","STS_NORMAL",,"T157756","VehicleStatusActive"
"392EQ02","240","1.0.32","http://10.131.239.212:8080","863717050737951","on","off","STS_NORMAL",,"T157208","VehicleStatusActive"
"396EQ02","240","1.0.32","http://10.131.239.204:8080","863717050715056","on","off","STS_NORMAL",,"T157692","VehicleStatusActive"
"406EQ02","240","1.0.32","http://10.131.239.208:8080","863717050725378","on","off","STS_NORMAL",,"T157578","VehicleStatusActive"
"429EQ02","240","1.0.32","http://10.131.214.120:8080","863717050709521","on","off","STS_NORMAL",,"","VehicleStatusActive"
"432EQ02","240","1.0.32","http://10.131.239.215:8080","863717050713291","on","off","STS_NORMAL",,"T157518","VehicleStatusActive"
"440EQ02","240","1.0.32","http://10.131.239.210:8080","863717050723977","on","off","STS_NORMAL",,"T157247","VehicleStatusActive"
"205EH02","26","1.0.32","http://10.131.214.115:8080","863717050720338","on","off","STS_NORMAL",,"T155407","VehicleStatusActive"
"827EA02","26","1.0.32","http://10.131.214.111:8080","863717050715833","on","off","STS_NORMAL",,"T060592","VehicleStatusActive"
"837EA02","26","1.0.32","http://10.131.214.55:8080","863717050715031","on","off","UNKNOWN",,"T155587","VehicleStatusActive"
"874EA02","26","1.0.32","http://10.131.214.102:8080","863717050705248","on","off","UNKNOWN",,"T060023","VehicleStatusActive"
"876EA02","26","1.0.32","http://10.131.214.106:8080","863717050701726","on","off","STS_NORMAL",,"T060013","VehicleStatusActive"
"(5080) 290AJ02","28","1.0.32","http://10.131.214.144:8080","863717050726434","on","off","STS_NORMAL",,"T157719","VehicleStatusActive"
"(5082) 224AJ02","28","1.0.32","http://10.131.214.66:8080","863717050724439","on","off","STS_NORMAL",,"T157772","VehicleStatusActive"
"(5083) 231AJ02","28","1.0.32","http://10.131.214.70:8080","863717050731533","on","off","STS_NORMAL",,"T155094","VehicleStatusActive"
"(9133) 266ER02","29","1.0.32","http://10.131.240.46:8080","863717050732473","on","off","STS_NORMAL",,"T154459","VehicleStatusActive"
"(9134) 375ER02","29","1.0.32","http://10.131.240.52:8080","863717050730071","on","off","UNKNOWN",,"T154502","VehicleStatusActive"
"(9136) 387ER02","29","1.0.32","http://10.131.240.55:8080","863717050729792","on","off","STS_NORMAL",,"T155448","VehicleStatusInRepair"
"(9137) 352ER02","29","1.0.32","http://10.131.240.51:8080","863717050728596","on","off","UNKNOWN",,"T154532","VehicleStatusActive"
"(9138) 384ER02","29","1.0.32","http://10.131.240.50:8080","863717050704126","on","off","STS_NORMAL",,"T155532","VehicleStatusActive"
"(9140) 350ER02","29","1.0.32","http://10.131.240.17:8080","863717050702542","on","off","STS_NORMAL",,"T153649","VehicleStatusActive"
"(9141) 308ER02","29","1.0.32","http://10.131.240.75:8080","863717050719256","on","off","STS_NORMAL",,"T154522","VehicleStatusActive"
"(9142) 366ER02","29","1.0.32","http://10.131.240.59:8080","863717050718472","on","off","STS_NORMAL",,"T154476","VehicleStatusActive"
"(9144) 365ER02","29","1.0.32","http://10.131.239.253:8080","863717050708986","on","off","UNKNOWN",,"T154542","VehicleStatusActive"
"(9145) 369ER02","29","1.0.32","http://10.131.240.44:8080","863717050726616","on","off","STS_NORMAL",,"T155479","VehicleStatusActive"
"(9146) 370ER02","29","1.0.32","http://10.131.239.183:8080","863717050714174","on","off","UNKNOWN",,"T154382","VehicleStatusInRepair"
"(9149) 214ER02","29","1.0.32","http://10.131.240.58:8080","863717050729651","on","off","STS_NORMAL",,"","VehicleStatusActive"
"(9151) 318ER02","29","1.0.32","http://10.131.240.198:8080","863717050703524","on","off","STS_NORMAL",,"T154540","VehicleStatusActive"
"(9153) 373ER02","29","1.0.32","http://10.131.240.82:8080","863717050706089","on","off","STS_NORMAL",,"T153699","VehicleStatusActive"
"(9154) 389ER02","29","1.0.32","http://10.131.240.63:8080","863717050731434","on","off","STS_NORMAL",,"T155746","VehicleStatusActive"
"(9155) 380ER02","29","1.0.32","http://10.131.240.45:8080","863717050730352","on","off","STS_NORMAL",,"T155771","VehicleStatusInRepair"
"(9156) 361ER02","29","1.0.32","http://10.131.240.62:8080","863717050735195","on","off","STS_NORMAL",,"T155704","VehicleStatusActive"
"(9157) 413ER02","29","1.0.32","http://10.131.240.61:8080","863717050737456","on","off","STS_NORMAL",,"T155726","VehicleStatusActive"
"(9188) 194EU02","29","1.0.32","http://10.131.240.197:8080","863717050701106","on","off","STS_NORMAL",,"T153681","VehicleStatusUnknown"
"(9220) 285EU02","29","1.0.32","http://10.131.240.178:8080","863717050737092","on","off","STS_NORMAL",,"T153824","VehicleStatusActive"
"(9221) 275EU02","29","1.0.32","http://10.131.240.233:8080","863717050710552","on","off","UNKNOWN",,"T154354","VehicleStatusInRepair"
"(9239) 293EU02","29","1.0.32","http://10.131.214.143:8080","863717050731319","on","off","STS_NORMAL",,"T155106","VehicleStatusActive"
"(9240) 394EU02","29","1.0.32","http://10.131.239.152:8080","863717050728117","on","off","UNKNOWN",,"T155015","VehicleStatusActive"
"(9241) 407EU02","29","1.0.32","http://10.131.240.88:8080","863717050724454","on","off","STS_NORMAL",,"T155320","VehicleStatusActive"
"(9130) 324EN02","29P","1.0.32","http://10.131.239.150:8080","863717050727937","on","off","STS_NORMAL",,"T155713","VehicleStatusActive"
"(9131) 262ER02","29P","1.0.32","http://10.131.240.199:8080","863717050701783","on","off","STS_NORMAL",,"T155399","VehicleStatusUnknown"
"(9132) 692ES02","29P","1.0.32","http://10.131.240.193:8080","863717050703789","on","off","UNKNOWN",,"T155298","VehicleStatusActive"
"384CN02","41","1.0.32","http://10.131.239.225:8080","863717050719330","on","off","STS_NORMAL",,"T157742","VehicleStatusActive"
"385CN02","41","1.0.32","http://10.131.239.206:8080","863717050729396","on","off","STS_NORMAL",,"T157723","VehicleStatusActive"
"386CN02","41","1.0.32","http://10.131.214.114:8080","863717050703342","on","off","STS_NORMAL",,"T157606","VehicleStatusActive"
"387CN02","41","1.0.32","http://10.131.239.124:8080","863717050729230","on","off","STS_NORMAL",,"T158190","VehicleStatusActive"
"388CN02","41","1.0.32","http://10.131.239.197:8080","863717050734792","on","off","STS_NORMAL",,"T157504","VehicleStatusIdle"
"389CN02","41","1.0.32","http://10.131.214.123:8080","863717050714919","on","off","STS_NORMAL",,"T157604","VehicleStatusActive"
"390CN02","41","1.0.32","http://10.131.239.194:8080","863717050725030","on","off","STS_NORMAL",,"T157618","VehicleStatusActive"
"394CN02","41","1.0.32","http://10.131.239.202:8080","863717050729974","on","off","STS_NORMAL",,"T158001","VehicleStatusActive"
"457EQ02","41","1.0.32","http://10.131.214.121:8080","863717050737290","on","off","STS_NORMAL",,"T154904","VehicleStatusActive"
"532EQ02","41","1.0.32","http://10.131.239.203:8080","863717050712616","on","off","STS_NORMAL",,"T157570","VehicleStatusActive"
"560EQ02","41","1.0.32","http://10.131.239.250:8080","863717050723357","on","off","STS_NORMAL",,"T157441","VehicleStatusActive"
"293DJ02","42","1.0.32","http://10.131.214.119:8080","863717050716617","on","off","STS_NORMAL",,"T157232","VehicleStatusActive"
"305DJ02","42","1.0.32","http://10.131.239.205:8080","863717050722136","on","off","STS_NORMAL",,"T157727","VehicleStatusActive"
"611LZ02","42","1.0.32","http://10.131.239.223:8080","863717050717037","on","off","STS_NORMAL",,"T157226","VehicleStatusActive"
"618LZ02","42","1.0.32","http://10.131.240.18:8080","863717050734578","on","off","STS_NORMAL",,"T157705","VehicleStatusActive"
"682LZ02","42","1.0.32","http://10.131.240.6:8080","863717050737191","on","off","STS_NORMAL",,"T157235","VehicleStatusActive"
"687LZ02","42","1.0.32","http://10.131.239.213:8080","863717050726251","on","off","STS_NORMAL",,"T157689","VehicleStatusActive"
"692LZ02","42","1.0.32","http://10.131.239.195:8080","863717050729735","on","off","STS_NORMAL",,"T157249","VehicleStatusActive"
"693LZ02","42","1.0.32","http://10.131.239.157:8080","863717050735674","on","off","STS_NORMAL",,"T157608","VehicleStatusActive"
"206EH02","5","1.0.32","http://10.131.214.107:8080","863717050699771","on","off","UNKNOWN",,"T155382",6
"852EA02","5","1.0.32","http://10.131.214.56:8080","863717050705081","on","off","UNKNOWN",,"T155593","VehicleStatusActive"
"892EA02","5","1.0.32","http://10.131.214.109:8080","863717050706006","on","off","UNKNOWN",,"T155378","VehicleStatusActive"
"(9244) 190EU02","52","1.0.32","http://10.131.239.93:8080","863717050729198","on","off","STS_NORMAL",,"T155172","VehicleStatusUnknown"
"(9246) 227EV02","52","1.0.32","http://10.131.240.209:8080","863717050714471","on","off","STS_NORMAL",,"T157919","VehicleStatusActive"
"(9247) 229EV02","52","1.0.32","http://10.131.240.207:8080","863717050721252","on","off","STS_NORMAL",,"T157059","VehicleStatusActive"
"(9248) 225EV02","52","1.0.32","http://10.131.240.168:8080","863717050704449","on","off","STS_NORMAL",,"T157966","VehicleStatusActive"
"(9249) 255EV02","52","1.0.32","http://10.131.240.166:8080","863717050721658","on","off","STS_NORMAL",,"","VehicleStatusActive"
"(9251) 041EW02","52","1.0.32","http://10.131.240.171:8080","863717050718571","on","off","UNKNOWN",,"T157916","VehicleStatusActive"
"(9252) 173FC02","52","1.0.32","http://10.131.240.208:8080","863717050716419","on","off","STS_NORMAL",,"T157093","VehicleStatusActive"
"(9253) 178FC02","52","1.0.32","http://10.131.240.206:8080","863717050722094","on","off","STS_NORMAL",,"T157097","VehicleStatusActive"
"(9254) 192FC02","52","1.0.32","http://10.131.240.172:8080","863717050722458","on","off","STS_NORMAL",,"T157105","VehicleStatusActive"
"(9255) 194FC02","52","1.0.32","http://10.131.240.162:8080","863717050727697","on","off","UNKNOWN",,"T157960","VehicleStatusInRepair"
"(9256) 213FC02","52","1.0.32","http://10.131.239.143:8080","863717050735575","on","off","STS_NORMAL",,"T157145","VehicleStatusActive"
"(9258) 238FC02","52","1.0.32","http://10.131.240.174:8080","863717050724793","on","off","STS_NORMAL",,"T157242","VehicleStatusActive"
"(9259) 239FC02","52","1.0.32","http://10.131.240.164:8080","863717050722714","on","off","STS_NORMAL",,"T154014","VehicleStatusActive"
"(9260) 243FC02","52","1.0.32","http://10.131.240.161:8080","863717050717656","on","off","STS_NORMAL",,"T157085","VehicleStatusActive"
"(9261) 248FC02","52","1.0.32","http://10.131.240.175:8080","863717050728695","on","off","STS_NORMAL",,"T158244","VehicleStatusActive"
"(9262) 258FC02","52","1.0.32","http://10.131.240.160:8080","863717050721153","on","off","UNKNOWN",,"T157127","VehicleStatusActive"
"(9263) 264FC02","52","1.0.32","http://10.131.240.165:8080","863717050714653","on","off","STS_NORMAL",,"T157151","VehicleStatusActive"
"(9264) 267FC02","52","1.0.32","http://10.131.240.167:8080","863717050731277","off","off","STS_NORMAL",,"T157065","VehicleStatusActive"
"(9266) 276FC02","52","1.0.32","http://10.131.240.170:8080","863717050711477","on","off","STS_NORMAL",,"T158218","VehicleStatusActive"
"(9269) 283FC02","52","1.0.32","http://10.131.240.23:8080","863717050729032","on","off","STS_NORMAL",,"T157087","VehicleStatusActive"
"(9270) 293FC02","52","1.0.32","http://10.131.240.24:8080","863717050713655","on","off","STS_NORMAL",,"T154572","VehicleStatusInRepair"
"(9271) 297FC02","52","1.0.32","http://10.131.240.22:8080","863717050718779","on","off","STS_NORMAL",,"T157971","VehicleStatusActive"
"834EA02","5А","1.0.32","http://10.131.214.113:8080","863717050702682","on","off","STS_NORMAL",,"T155340","VehicleStatusActive"
"862EA02","5А","1.0.32","http://10.131.214.54:8080","863717050704043","on","off","UNKNOWN",,"T155247","VehicleStatusActive"
"836EA02","5Б","1.0.32","http://10.131.214.103:8080","863717050705982","off","off","STS_NORMAL",,"T015014","VehicleStatusActive"
"864EA02","5Б","1.0.32","http://10.131.214.52:8080","863717050700967","on","off","STS_NORMAL",,"T155384","VehicleStatusActive"
"871EA02","5Б","1.0.32","http://10.131.214.108:8080","863717050704084","on","off","STS_NORMAL",,"T013899","VehicleStatusActive"
"204EH02","5в","1.0.32","http://10.131.214.131:8080","863717050708648","on","off","UNKNOWN",,"T013692","VehicleStatusActive"
"821EA02","5в","1.0.32","http://10.131.214.105:8080","863717050712871","on","off","STS_NORMAL",,"T014435","VehicleStatusActive"
"(2520) 634EU02","63","1.0.32","http://10.131.246.167:8080","863717050708127","on","off","STS_NORMAL",,"T154712","VehicleStatusActive"
"(2521) 628EU02","63","1.0.32","http://10.131.246.183:8080","863717050704142","on","off","STS_NORMAL",,"","VehicleStatusActive"
"(2524) 608EU02","63","1.0.32","http://10.131.246.165:8080","863717050712236","on","off","STS_NORMAL",,"T154696","VehicleStatusActive"
"(2525) 608EU02","63","1.0.32","http://10.131.246.184:8080","863717050702161","on","off","UNKNOWN",,"","VehicleStatusActive"
"(2528) 629EU02","63","1.0.32","http://10.131.240.148:8080","863717050733950","on","off","UNKNOWN",,"T154766","VehicleStatusActive"
"(2530) 599EU02","63","1.0.32","http://10.131.240.140:8080","863717050712459","on","off","STS_NORMAL",,"T155811","VehicleStatusActive"
"(2532) 571EU02","63","1.0.32","http://10.131.240.147:8080","863717050733612","on","off","STS_NORMAL",,"T154597","VehicleStatusActive"
"(2533) 572EU02","63","0.1.31","http://10.131.240.142:8080","863717050728372","on","off","STS_NORMAL",,"T154763","VehicleStatusActive"
"(2605) 625EU02","63","1.0.32","http://10.131.240.143:8080","863717050721336","on","off","STS_NORMAL",,"T155464","VehicleStatusActive"
"(2623) 423EU02","63","1.0.32","http://10.131.240.144:8080","863717050734818","on","off","UNKNOWN",,"T154603","VehicleStatusActive"
"(3357) 078LF02","63","1.0.32","http://10.131.240.190:8080","863717050714877","on","off","STS_NORMAL",,"T073964","VehicleStatusActive"
"(2534) 637EU02","63A","1.0.32","http://10.131.240.226:8080","863717050712558","on","off","STS_NORMAL",,"T155461","VehicleStatusActive"
"(2535) 662EU02","63A","1.0.32","http://10.131.240.235:8080","863717050709646","on","off","STS_NORMAL",,"T155801","VehicleStatusActive"
"(2541) 631EU02","63A","1.0.32","http://10.131.240.84:8080","863717050738033","on","off","STS_NORMAL",,"T155550","VehicleStatusActive"
"(2542) 564EU02","63A","1.1.33","http://10.131.240.205:8080","863717050716872","on","off","UNKNOWN",,"T154527","VehicleStatusActive"
"(2544) 546EU02","63A","1.0.32","http://10.131.240.227:8080","863717050709562","on","off","STS_NORMAL",,"T155542","VehicleStatusActive"
"(2548) 297EU02","63A","1.0.32","http://10.131.240.204:8080","863717050706220","on","off","UNKNOWN",,"T155473","VehicleStatusActive"
"(2549) 592EU02","63A","1.0.32","http://10.131.240.237:8080","863717050707541","on","off","STS_NORMAL",,"T155805","VehicleStatusActive"
"(2556) 569EU02","63A","1.0.32","http://10.131.240.203:8080","863717050719777","on","off","STS_NORMAL",,"T153811","VehicleStatusActive"
"(2558) 541EU02","63A","1.0.36","http://10.131.240.225:8080","863717050717813","on","off","STS_NORMAL",,"T155489","VehicleStatusActive"
"(2588) 566EU02","63A","1.0.32","http://10.131.240.184:8080","863717050723878","on","off","STS_NORMAL",,"T154724","VehicleStatusActive"
"(2593) 623EU02","63A","1.0.36","http://10.131.240.186:8080","863717050722011","on","off","STS_NORMAL",,"T155475","VehicleStatusActive"
"(2596) 613EU02","63A","1.0.32","http://10.131.240.234:8080","863717050702203","on","off","STS_NORMAL",,"T153834","VehicleStatusActive"
"(2619) 331EU02","63A","1.0.32","http://10.131.240.232:8080","863717050709703","on","off","STS_NORMAL",,"T154490","VehicleStatusActive"
"(5018) 622DS02","88","1.0.32","http://10.131.214.228:8080","863717050713994","on","off","STS_NORMAL",,"T060308","VehicleStatusActive"
"(5019) 621DS02","88","1.0.32","http://10.131.239.125:8080","863717050727358","on","off","STS_NORMAL",,"T060307","VehicleStatusActive"
"(5020) 610DS02","88","1.0.32","http://10.131.214.67:8080","863717050719553","on","off","UNKNOWN",,"T060305","VehicleStatusActive"
"(5027) 609DS02","88","1.0.32","http://10.131.239.113:8080","863717050727077","on","off","STS_NORMAL",,"T155102","VehicleStatusActive"
"(5032) 349HD02","88","1.0.32","http://10.131.214.78:8080","863717050718431","on","off","STS_NORMAL",,"T060582","VehicleStatusActive"
"(5033) 348HD02","88","1.0.32","http://10.131.239.119:8080","863717050736490","on","off","STS_NORMAL",,"T060016","VehicleStatusActive"
"(5034) 404HD02","88","1.0.32","http://10.131.214.65:8080","863717050729693","on","off","STS_NORMAL",,"T060290","VehicleStatusActive"
"(5039) 342HD02","88","1.0.32","http://10.131.214.235:8080","863717050715312","on","off","STS_NORMAL",,"T060289","VehicleStatusActive"
"(5043) 394HD02","88","1.0.32","http://10.131.214.142:8080","863717050733117","on","off","STS_NORMAL",,"T060433","VehicleStatusActive"
"(5047) 414HD02","88","1.0.32","http://10.131.214.91:8080","863717050733679","on","off","STS_NORMAL",,"T060489","VehicleStatusActive"
"(5076) 993AQ02","88","1.0.32","http://10.131.214.92:8080","863717050735914","on","off","STS_NORMAL",,"T157005","VehicleStatusActive"
"(5112) 958AP02","88","1.0.32","http://10.131.214.93:8080","863717050726392","on","off","STS_NORMAL",,"T138902","VehicleStatusActive"
"(5006) 953DR02","89","1.0.32","http://10.131.214.148:8080","863717050737993","on","off","STS_NORMAL",,"T158279","VehicleStatusActive"
"(5007) 657DR02","89","1.0.32","http://10.131.214.88:8080","863717050733596","on","off","STS_NORMAL",,"T012730","VehicleStatusActive"
"(5008) 959DR02","89","1.0.32","http://10.131.214.86:8080","863717050736656","on","off","STS_NORMAL",,"T012814","VehicleStatusActive"
"(5009) 954DR02","89","1.0.32","http://10.131.214.238:8080","863717050708507","on","off","STS_NORMAL",,"T157685","VehicleStatusActive"
"(5014) 994DR02","89","1.0.32","http://10.131.214.87:8080","863717050736318","on","off","STS_NORMAL",,"T013730","VehicleStatusActive"
"(5016) 624DS02","89","1.0.32","http://10.131.214.151:8080","863717050701668","on","off","STS_NORMAL",,"T060309","VehicleStatusActive"
"(5022) 669DS02","89","1.0.32","http://10.131.214.75:8080","863717050734016","on","off","STS_NORMAL",,"T157228","VehicleStatusActive"
"(5024) 625DS02","89","1.0.32","http://10.131.214.94:8080","863717050704944","on","off","STS_NORMAL",,"T060256","VehicleStatusActive"
"(5025) 643DS02","89","1.0.32","http://10.131.214.60:8080","863717050730139","on","off","STS_NORMAL",,"T060254","VehicleStatusActive"
"(5026) 626DS02","89","1.0.32","http://10.131.214.83:8080","863717050716138","on","off","STS_NORMAL",,"T060252","VehicleStatusActive"
"(5116) 432DJ02","89","1.0.32","http://10.131.214.239:8080","863717050720015","on","off","STS_NORMAL",,"T154313","VehicleStatusIdle"
"(9102) 198ER02","95","1.0.32","http://10.131.240.229:8080","863717050705321","on","off","STS_NORMAL",,"T155693","VehicleStatusActive"
"(9103) 201ER02","95","1.0.32","http://10.131.240.221:8080","863717050734131","on","off","STS_NORMAL",,"T155422","VehicleStatusActive"
"(9104) 205ER02","95","1.0.32","http://10.131.240.231:8080","863717050717094","on","off","STS_NORMAL",,"T155466","VehicleStatusActive"
"(9105) 207ER02","95","1.0.32","http://10.131.240.222:8080","863717050705867","on","off","STS_NORMAL",,"T155623","VehicleStatusActive"
"(9106) 211ER02","95","1.0.32","http://10.131.240.236:8080","863717050715577","on","off","STS_NORMAL",,"","VehicleStatusActive"
"(9107) 218ER02","95","1.0.32","http://10.131.240.128:8080","863717050710396","on","off","STS_NORMAL",,"T155627","VehicleStatusActive"
"(9108) 223ER02","95","1.0.32","http://10.131.240.125:8080","863717050705669","on","off","STS_NORMAL",,"T155370","VehicleStatusActive"
"(9110) 227ER02","95","1.0.32","http://10.131.240.183:8080","863717050732390","on","off","STS_NORMAL",,"T155295","VehicleStatusActive"
"(9111) 228ER02","95","1.0.32","http://10.131.240.138:8080","863717050716211","on","off","STS_NORMAL",,"T155364","VehicleStatusActive"
"(9112) 229ER02","95","1.0.32","http://10.131.240.210:8080","863717050718712","on","off","STS_NORMAL",,"T155352","VehicleStatusActive"
"(9113) 230ER02","95","1.0.32","http://10.131.240.212:8080","863717050733919","on","off","STS_NORMAL",,"T155710","VehicleStatusActive"
"(9114) 231ER02","95","1.0.32","http://10.131.240.238:8080","863717050704407","on","off","UNKNOWN",,"T155701","VehicleStatusUnknown"
"(9115) 235EN02","95","1.0.32","http://10.131.240.179:8080","863717050726335","on","off","STS_NORMAL",,"T155458","VehicleStatusActive"
"(9116) 238ER02","95","1.0.32","http://10.131.240.41:8080","863717050737852","on","off","STS_NORMAL",,"T155655","VehicleStatusActive"
"(9117) 240ER02","95","1.0.32","http://10.131.240.123:8080","863717050714570","on","off","STS_NORMAL",,"","VehicleStatusActive"
"(9118) 243ER02","95","1.0.32","http://10.131.240.230:8080","863717050712913","on","off","STS_NORMAL",,"T155625","VehicleStatusActive"
"(9119) 244ER02","95","1.0.32","http://10.131.240.224:8080","863717050709588","on","off","UNKNOWN",,"","VehicleStatusActive"
"(9125) 257ER02","95","1.0.32","http://10.131.239.140:8080","863717050725352","on","off","STS_NORMAL",,"T155411","VehicleStatusActive"
"(9126) 258ER02","95","1.0.32","http://10.131.239.103:8080","863717050728752","on","off","STS_NORMAL",,"T155425","VehicleStatusActive"
"(9189) 231EU02","95","1.0.32","http://10.131.240.133:8080","863717050735633","on","off","STS_NORMAL",,"T157225","VehicleStatusActive"
"(9190) 091EU02","95","1.0.32","http://10.131.240.40:8080","863717050705388","on","off","STS_NORMAL",,"T157466","VehicleStatusInRepair"
"(9191) 206EU02","95","1.0.32","http://10.131.240.211:8080","863717050722979","on","off","STS_NORMAL",,"T157535","VehicleStatusActive"
"(9193) 170EU02","95","1.0.32","http://10.131.240.124:8080","863717050705560","on","off","UNKNOWN",,"T157537","VehicleStatusActive"
"(9194) 157EU02","95","1.0.32","http://10.131.240.228:8080","863717050716799","on","off","UNKNOWN",,"T157543","VehicleStatusActive"
"(5001) 054AZI05","98","1.0.32","http://10.131.214.138:8080","863717050721716","on","off","STS_NORMAL",,"T154030","VehicleStatusActive"
"(5075) 981AQ02","98","1.0.32","http://10.131.214.59:8080","863717050731491","on","off","STS_NORMAL",,"T138971","VehicleStatusActive"
"(5084) 218AJ02","98","1.0.32","http://10.131.214.85:8080","863717050732457","on","off","STS_NORMAL",,"T138931","VehicleStatusActive"
"(5088) 956AP02","98","1.0.32","http://10.131.214.225:8080","863717050708465","on","off","STS_NORMAL",,"T138916","VehicleStatusActive"
"(5089) 987AQ02","98","1.0.32","http://10.131.214.116:8080","863717050732655","on","off","STS_NORMAL",,"T138963","VehicleStatusActive"
"(5093) 997AQ02","98","1.0.32","http://10.131.214.79:8080","863717050734933","on","off","STS_NORMAL",,"","VehicleStatusActive"
"(5101) 947AQ02","98","1.0.32","http://10.131.239.110:8080","863717050738215","on","off","STS_NORMAL",,"T138969","VehicleStatusActive"
"(5108) 954AP02","98","1.0.32","http://10.131.239.222:8080","863717050726939","on","off","STS_NORMAL",,"T139007","VehicleStatusActive"
"(5111) 965AQ02","98","1.0.32","http://10.131.240.159:8080","863717050731517","on","off","STS_NORMAL",,"T139124","VehicleStatusActive"
"(5113) 982AQ02","98","1.0.32","http://10.131.239.120:8080","863717050737076","on","off","STS_NORMAL",,"T138981","VehicleStatusActive"
"(5114) 936AQ02","98","1.0.32","http://10.131.214.71:8080","863717050726673","on","off","STS_NORMAL",,"T138950","VehicleStatusActive"
"(5031) 398HD02","99","1.0.32","http://10.131.240.105:8080","863717050722938","on","off","STS_NORMAL",,"T060237","VehicleStatusActive"
"(5035) 319HD","99","1.0.32","http://10.131.214.227:8080","863717050718316","on","off","STS_NORMAL",,"T060229","VehicleStatusActive"
"(5036) 341HD02","99","1.0.32","http://10.131.214.68:8080","863717050707863","on","off","STS_NORMAL",,"T060303","VehicleStatusActive"
"(5045) 326HD02","99","1.0.32","http://10.131.214.222:8080","863717050721138","on","off","STS_NORMAL",,"T060516","VehicleStatusActive"
"(5046) 316HD02","99","1.0.32","http://10.131.214.76:8080","863717050728190","on","off","STS_NORMAL",,"T060234","VehicleStatusActive"
"(5048) 327HD02","99","1.0.32","http://10.131.214.58:8080","863717050728893","on","off","STS_NORMAL",,"T060232","VehicleStatusActive"
"(5049) 347HD02","99","1.0.32","http://10.131.214.96:8080","863717050733398","on","off","STS_NORMAL",,"T060556","VehicleStatusActive"
"(5054) 878LF02","99","1.0.32","http://10.131.214.234:8080","863717050727713","on","off","STS_NORMAL",,"T014145","VehicleStatusActive"
"(5060) 861LF02","99","1.0.32","http://10.131.214.226:8080","863717050714950","on","off","STS_NORMAL",,"T012916","VehicleStatusActive"
"(5064) 869LF02","99","1.0.32","http://10.131.214.80:8080","863717050726350","on","off","STS_NORMAL",,"T012375","VehicleStatusActive"
"(5066) 860LF02","99","1.0.32","http://10.131.214.73:8080","863717050713473","on","off","STS_NORMAL",,"T015162","VehicleStatusActive"
"(5077) 978AP02","99","1.0.32","http://10.131.214.69:8080","863717050715718","on","off","STS_NORMAL",,"T138928","VehicleStatusActive"
"(5079) 221AJ02","99","1.0.32","http://10.131.240.104:8080","863717050731459","on","off","STS_NORMAL",,"T157738","VehicleStatusActive"
"(5081) 975AQ02","99","1.0.32","http://10.131.239.126:8080","863717050714778","on","off","STS_NORMAL",,"T138952","VehicleStatusActive"
"(5085) 980AP02","99","1.0.32","http://10.131.239.127:8080","863717050730519","on","off","STS_NORMAL",,"T157748","VehicleStatusActive"
"(5105) 278AJ02","99","1.0.32","http://10.131.239.116:8080","863717050705602","on","off","STS_NORMAL",,"T139114","VehicleStatusActive"
